mae,rmse,r2,fold,n_train,n_val,fit_predict_seconds
0.43723429606961833,0.5916319148959522,0.5821871360800086,1,1723233,430788,16.011191199999303
0.39860844553395053,0.5426707474634537,0.6390912631147132,2,1723272,430749,16.302019100054167
0.40265806789223924,0.5468740677895993,0.6450444453822713,3,1723165,430856,16.188246299978346
0.40570408103692973,0.5562638627141436,0.617593214911416,4,1723205,430816,16.846089099999517
0.420523848943915,0.5726770256267111,0.6123245262513478,5,1723209,430812,17.197189699974842
